tail,head,capacity,length,fft(min),alpha,beta,speedLimit,toll,link_type,
906,905,663.501,0.6,0.6,0.15,4,1,0,0,0
906,907,662.622,0.156522,0.156522,0.15,4,1,0,0,0
907,906,662.622,0.156522,0.156522,0.15,4,1,0,0,0
907,926,662.622,0.156522,0.156522,0.15,4,1,0,0,0
908,907,663.501,0.64,0.64,0.15,4,1,0,0,0
908,909,1987.87,0.0782609,0.078260833,0.15,4,1,0.00782609,0,0
908,924,1987.87,0.156522,0.156522,0.15,4,1,0.0156522,0,0
909,2,1.00E+05,0.6,0.6,0.15,4,1,0,0,0
909,905,1987.87,0.0782609,0.078260833,0.15,4,1,0.00782609,0,0
909,908,1987.87,0.0782609,0.078260833,0.15,4,1,0.00782609,0,0
910,908,663.501,0.48,0.48,0.15,4,1,0,0,0
910,911,2823.87,0.0782609,0.078260833,0.15,4,1,0,0,0
911,2,1.00E+05,2.04,2.04,0.15,4,1,0,0,0
911,904,2823.87,0.0782609,0.078260833,0.15,4,1,0,0,0
912,910,663.501,0.44,0.44,0.15,4,1,0,0,0
912,920,2823.87,0.0782609,0.078260833,0.15,4,1,0,0,0
913,901,663.501,0.24,0.24,0.15,4,1,0,0,0
913,912,663.501,0.44,0.44,0.15,4,1,0,0,0
913,917,663.501,0.24,0.24,0.15,4,1,0,0,0
914,899,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
914,913,663.501,0.56,0.56,0.15,4,1,0,0,0
914,916,2650.49,0.156522,0.156522,0.15,4,1,0,0,0
915,895,2650.49,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
915,896,663.501,0.24,0.24,0.15,4,1,0,0,0
915,934,1325.24,0.0782609,0.078260833,0.15,4,1,0,0,0
916,914,2650.49,0.156522,0.156522,0.15,4,1,0,0,0
916,915,2650.49,0.234783,0.234783333,0.15,4,1,0.0234783,0,0
916,951,2650.49,0.33913,0.33913,0.15,4,1,0,0,0
917,3,1.00E+05,0.54,0.54,0.15,4,1,0,0,0
917,913,663.501,0.24,0.24,0.15,4,1,0,0,0
917,918,663.501,0.12,0.12,0.15,4,1,0,0,0
918,916,2650.49,0.33913,0.33913,0.15,4,1,0.033913,0,0
918,917,663.501,0.12,0.12,0.15,4,1,0.012,0,0
918,933,663.501,0.24,0.24,0.15,4,1,0,0,0
919,3,1.00E+05,0.9,0.9,0.15,4,1,0,0,0
919,918,2650.49,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
920,3,1.00E+05,0.6,0.6,0.15,4,1,0,0,0
920,921,2823.87,0.104348,0.104348,0.15,4,1,0,0,0
921,919,2650.49,0.104348,0.104348,0.15,4,1,0.0104348,0,0
921,931,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
922,910,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
922,921,2650.49,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
923,2,1.00E+05,1.32,1.32,0.15,4,1,0,0,0
923,922,2650.49,0.130435,0.130435,0.15,4,1,0.0130435,0,0
924,908,1987.87,0.156522,0.156522,0.15,4,1,0.0156522,0,0
924,923,2650.49,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
924,928,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
925,924,3765.15,0.26087,0.26087,0.15,4,1,0.026087,0,0
925,926,331.75,0.28,0.28,0.15,4,1,0,0,0
926,907,662.622,0.156522,0.156522,0.15,4,1,0,0,0
926,925,331.75,0.28,0.28,0.15,4,1,0,0,0
926,957,662.622,0.33913,0.33913,0.15,4,1,0,0,0
927,358,2678.26,0.624,0.624,0.15,4,1,0,0,0
927,956,331.75,0.24,0.24,0.15,4,1,0,0,0
928,924,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
928,927,1882.58,0.33913,0.33913,0.15,4,1,0.033913,0,0
928,955,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
929,2,1.00E+05,1.5,1.5,0.15,4,1,0,0,0
929,928,1987.87,0.0782609,0.078260833,0.15,4,1,0.00782609,0,0
930,922,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
930,929,1987.87,0.208696,0.208696667,0.15,4,1,0.0208696,0,0
931,930,1987.87,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
931,953,3765.15,0.156522,0.156522,0.15,4,1,0,0,0
932,3,1.00E+05,1.08,1.08,0.15,4,1,0,0,0
932,931,2650.49,0.182609,0.182608333,0.15,4,1,0,0,0
933,918,663.501,0.24,0.24,0.15,4,1,0.024,0,0
933,932,2650.49,0.104348,0.104348,0.15,4,1,0,0,0
933,952,663.501,0.24,0.24,0.15,4,1,0,0,0
934,1,1.00E+05,1.32,1.32,0.15,4,1,0,0,0
934,915,1325.24,0.0782609,0.078260833,0.15,4,1,0,0,0
934,935,1325.24,0.0782609,0.078260833,0.15,4,1,0,0,0
935,933,2650.49,0.573913,0.573913333,0.15,4,1,0,0,0
935,934,1325.24,0.0782609,0.078260833,0.15,4,1,0,0,0
935,950,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
936,935,2650.49,0.130435,0.130435,0.15,4,1,0,0,0
937,936,2650.49,0.156522,0.156522,0.15,4,1,0,0,0
937,948,2823.87,0.286957,0.286956667,0.15,4,1,0.0286957,0,0
938,1,1.00E+05,0.42,0.42,0.15,4,1,0,0,0
938,937,2650.49,0.130435,0.130435,0.15,4,1,0,0,0
939,894,663.501,0.2,0.2,0.15,4,1,0,0,0
939,938,2650.49,0.130435,0.130435,0.15,4,1,0,0,0
940,939,2650.49,0.182609,0.182608333,0.15,4,1,0,0,0
940,946,663.501,0.4,0.4,0.15,4,1,0,0,0
941,891,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
941,940,2650.49,0.182609,0.182608333,0.15,4,1,0,0,0
941,945,1325.24,0.26087,0.26087,0.15,4,1,0.026087,0,0
942,890,663.501,0.24,0.24,0.15,4,1,0,0,0
942,941,2650.49,0.26087,0.26087,0.15,4,1,0.026087,0,0
943,942,2650.49,0.33913,0.33913,0.15,4,1,0.033913,0,0
944,559,2650.49,0.33913,0.33913,0.15,4,1,0,0,0
945,941,1325.24,0.26087,0.26087,0.15,4,1,0,0,0
945,969,1325.24,0.26087,0.26087,0.15,4,1,0.026087,0,0
946,945,663.501,0.28,0.28,0.15,4,1,0,0,0
946,968,663.501,0.4,0.4,0.15,4,1,0,0,0
947,939,663.501,0.4,0.4,0.15,4,1,0,0,0
947,946,663.501,0.24,0.24,0.15,4,1,0,0,0
948,947,663.501,0.4,0.4,0.15,4,1,0,0,0
948,966,2823.87,0.234783,0.234783333,0.15,4,1,0.0234783,0,0
949,936,941.289,0.26087,0.26087,0.15,4,1,0.026087,0,0
949,948,995.251,0.24,0.24,0.15,4,1,0,0,0
950,935,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
950,949,663.501,0.44,0.44,0.15,4,1,0,0,0
950,964,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
951,916,2650.49,0.33913,0.33913,0.15,4,1,0,0,0
951,950,663.501,0.44,0.44,0.15,4,1,0,0,0
951,963,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
952,933,663.501,0.24,0.24,0.15,4,1,0,0,0
952,951,1327,0.4,0.4,0.15,4,1,0,0,0
952,962,663.501,0.24,0.24,0.15,4,1,0,0,0
953,952,995.251,0.44,0.44,0.15,4,1,0,0,0
953,961,3765.15,0.156522,0.156522,0.15,4,1,0,0,0
954,930,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
954,953,663.501,0.44,0.44,0.15,4,1,0,0,0
955,928,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
955,954,663.501,0.48,0.48,0.15,4,1,0,0,0
955,959,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
956,927,331.75,0.24,0.24,0.15,4,1,0,0,0
956,955,331.75,0.52,0.52,0.15,4,1,0,0,0
957,926,662.622,0.33913,0.33913,0.15,4,1,0,0,0
957,956,331.75,0.28,0.28,0.15,4,1,0,0,0
957,958,662.622,0.156522,0.156522,0.15,4,1,0,0,0
958,957,662.622,0.156522,0.156522,0.15,4,1,0,0,0
958,987,662.622,0.156522,0.156522,0.15,4,1,0,0,0
959,955,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
959,958,331.75,0.84,0.84,0.15,4,1,0,0,0
959,986,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
960,954,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
960,959,663.501,0.48,0.48,0.15,4,1,0,0,0
961,960,1327,0.44,0.44,0.15,4,1,0,0,0
961,984,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
962,952,663.501,0.24,0.24,0.15,4,1,0,0,0
962,961,663.501,0.44,0.44,0.15,4,1,0,0,0
962,983,663.501,0.24,0.24,0.15,4,1,0,0,0
963,951,2650.49,0.156522,0.156522,0.15,4,1,0,0,0
963,962,663.501,0.36,0.36,0.15,4,1,0,0,0
963,982,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
964,950,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
964,963,663.501,0.48,0.48,0.15,4,1,0,0,0
964,981,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
965,949,1882.58,0.234783,0.234783333,0.15,4,1,0,0,0
965,1044,663.501,0.32,0.32,0.15,4,1,0,0,0
966,965,663.501,0.28,0.28,0.15,4,1,0,0,0
966,973,2823.87,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
967,947,663.501,0.4,0.4,0.15,4,1,0,0,0
967,966,331.75,0.4,0.4,0.15,4,1,0,0,0
968,967,331.75,0.24,0.24,0.15,4,1,0,0,0
968,971,663.501,0.28,0.28,0.15,4,1,0,0,0
969,945,1325.24,0.26087,0.26087,0.15,4,1,0,0,0
969,968,331.75,0.28,0.28,0.15,4,1,0,0,0
969,970,1325.24,0.104348,0.104348,0.15,4,1,0.0104348,0,0
970,6,1.00E+05,0.96,0.96,0.15,4,1,0,0,0
970,969,1325.24,0.104348,0.104348,0.15,4,1,0,0,0
970,975,1325.24,0.130435,0.130435,0.15,4,1,0.0130435,0,0
971,6,1.00E+05,0.78,0.78,0.15,4,1,0,0,0
971,976,663.501,0.08,0.08,0.15,4,1,0,0,0
972,6,1.00E+05,0.72,0.72,0.15,4,1,0,0,0
972,967,663.501,0.08,0.08,0.15,4,1,0,0,0
973,6,1.00E+05,0.9,0.9,0.15,4,1,0,0,0
973,978,2823.87,0.0521739,0.052173833,0.15,4,1,0.00521739,0,0
974,6,1.00E+05,1.08,1.08,0.15,4,1,0,0,0
974,965,1882.58,0.0782609,0.078260833,0.15,4,1,0,0,0
975,560,1325.24,0.26087,0.26087,0.15,4,1,0.026087,0,0
975,970,1325.24,0.130435,0.130435,0.15,4,1,0,0,0
976,561,663.501,0.4,0.4,0.15,4,1,0,0,0
977,972,663.501,0.28,0.28,0.15,4,1,0,0,0
978,563,2823.87,0.26087,0.26087,0.15,4,1,0.026087,0,0
979,974,1882.58,0.208696,0.208696667,0.15,4,1,0,0,0
980,979,663.501,0.28,0.28,0.15,4,1,0,0,0
980,997,331.75,0.24,0.24,0.15,4,1,0,0,0
981,964,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
981,980,663.501,0.72,0.72,0.15,4,1,0,0,0
981,996,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
982,963,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
982,981,663.501,0.52,0.52,0.15,4,1,0,0,0
982,994,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
983,962,663.501,0.24,0.24,0.15,4,1,0,0,0
983,982,663.501,0.32,0.32,0.15,4,1,0,0,0
983,993,663.501,0.24,0.24,0.15,4,1,0,0,0
984,983,663.501,0.44,0.44,0.15,4,1,0,0,0
984,992,2823.87,0.0782609,0.078260833,0.15,4,1,0,0,0
985,960,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
985,984,995.251,0.44,0.44,0.15,4,1,0,0,0
986,959,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
986,985,663.501,0.48,0.48,0.15,4,1,0,0,0
986,989,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
987,958,662.622,0.156522,0.156522,0.15,4,1,0,0,0
987,986,331.75,0.88,0.88,0.15,4,1,0,0,0
987,988,662.622,0.156522,0.156522,0.15,4,1,0,0,0
988,987,662.622,0.156522,0.156522,0.15,4,1,0,0,0
988,1045,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
989,986,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
989,988,663.501,0.96,0.96,0.15,4,1,0,0,0
989,1009,1987.87,0.286957,0.286956667,0.15,4,1,0,0,0
990,985,2823.87,0.156522,0.156522,0.15,4,1,0,0,0
990,989,663.501,0.48,0.48,0.15,4,1,0,0,0
991,990,663.501,0.44,0.44,0.15,4,1,0,0,0
991,1006,3765.15,0.156522,0.156522,0.15,4,1,0,0,0
992,5,1.00E+05,0.42,0.42,0.15,4,1,0,0,0
992,991,2823.87,0.0782609,0.078260833,0.15,4,1,0,0,0
993,983,663.501,0.24,0.24,0.15,4,1,0,0,0
993,991,663.501,0.44,0.44,0.15,4,1,0,0,0
993,1004,663.501,0.24,0.24,0.15,4,1,0,0,0
994,982,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
994,993,663.501,0.28,0.28,0.15,4,1,0,0,0
994,1002,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
995,994,663.501,0.56,0.56,0.15,4,1,0,0,0
995,996,1325.24,0.0782609,0.078260833,0.15,4,1,0,0,0
995,999,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
996,7,1.00E+05,0.54,0.54,0.15,4,1,0,0,0
996,981,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
996,995,1325.24,0.0782609,0.078260833,0.15,4,1,0,0,0
997,617,663.501,0.28,0.28,0.15,4,1,0,0,0
997,980,663.501,0.24,0.24,0.15,4,1,0,0,0
997,995,663.501,0.72,0.72,0.15,4,1,0,0,0
998,979,1882.58,0.104348,0.104348,0.15,4,1,0,0,0
998,997,663.501,0.44,0.44,0.15,4,1,0,0,0
999,995,1325.24,0.156522,0.156522,0.15,4,1,0,0,0
999,1013,1325.24,0.26087,0.26087,0.15,4,1,0,0,0
1000,999,663.501,0.6,0.6,0.15,4,1,0,0,0
1001,1002,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1001,1015,1987.87,0.156522,0.156522,0.15,4,1,0,0,0
1002,994,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
1002,1000,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1002,1001,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1003,1000,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1003,1002,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1004,993,663.501,0.24,0.24,0.15,4,1,0,0,0
1004,1003,663.501,0.24,0.24,0.15,4,1,0,0,0
1005,1004,663.501,0.44,0.44,0.15,4,1,0,0,0
1006,1005,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1006,1051,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1007,1008,2823.87,0.0782609,0.078260833,0.15,4,1,0,0,0
1007,1052,663.501,0.4,0.4,0.15,4,1,0,0,0
1008,5,1.00E+05,1.62,1.62,0.15,4,1,0,0,0
1008,990,2823.87,0.104348,0.104348,0.15,4,1,0,0,0
1009,4,1.00E+05,0.6,0.6,0.15,4,1,0,0,0
1009,989,1987.87,0.286957,0.286956667,0.15,4,1,0,0,0
1009,1026,1987.87,0.26087,0.26087,0.15,4,1,0,0,0
1010,4,1.00E+05,2.28,2.28,0.15,4,1,0,0,0
1010,1007,3765.15,0.130435,0.130435,0.15,4,1,0,0,0
1011,362,4017.38,0.312,0.312,0.15,4,1,0,0,0
1011,1045,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1011,1046,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1012,7,1.00E+05,0.78,0.78,0.15,4,1,0,0,0
1012,617,1882.58,0.443478,0.443478333,0.15,4,1,0.0443478,0,0
1012,1013,1882.58,0.104348,0.104348,0.15,4,1,0.0104348,0,0
1013,618,1325.24,0.808696,0.808696667,0.15,4,1,0,0,0
1013,999,1325.24,0.26087,0.26087,0.15,4,1,0,0,0
1013,1012,1882.58,0.104348,0.104348,0.15,4,1,0.0104348,0,0
1013,1014,1987.87,0.443478,0.443478333,0.15,4,1,0.0443478,0,0
1014,1013,1882.58,0.443478,0.443478333,0.15,4,1,0.0443478,0,0
1014,1016,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1014,1017,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1015,1001,2650.49,0.156522,0.156522,0.15,4,1,0.0156522,0,0
1015,1016,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1015,1017,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1016,1014,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1016,1015,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1016,1018,3765.15,0.182609,0.182608333,0.15,4,1,0,0,0
1017,623,2823.87,0.469565,0.469565,0.15,4,1,0,0,0
1017,1014,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1017,1015,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1017,1016,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1018,5,1.00E+05,0.66,0.66,0.15,4,1,0,0,0
1018,1016,2650.49,0.182609,0.182608333,0.15,4,1,0.0182609,0,0
1018,1019,3765.15,0.208696,0.208696667,0.15,4,1,0,0,0
1019,1018,3765.15,0.208696,0.208696667,0.15,4,1,0,0,0
1019,1020,1882.58,0.182609,0.182608333,0.15,4,1,0,0,0
1019,1021,1882.58,0.26087,0.26087,0.15,4,1,0.026087,0,0
1020,623,1882.58,0.443478,0.443478333,0.15,4,1,0,0,0
1020,1023,1882.58,0.417391,0.417391667,0.15,4,1,0,0,0
1021,1019,1882.58,0.26087,0.26087,0.15,4,1,0.026087,0,0
1021,1024,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1022,1010,3765.15,0.130435,0.130435,0.15,4,1,0,0,0
1023,1021,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1023,1022,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1023,1024,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1024,1021,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1024,1022,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1024,1025,2823.87,0.365217,0.365216667,0.15,4,1,0,0,0
1025,1024,1882.58,0.365217,0.365216667,0.15,4,1,0.0365217,0,0
1025,1027,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1025,1028,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1026,1009,1987.87,0.26087,0.26087,0.15,4,1,0,0,0
1026,1025,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1026,1027,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1026,1028,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1027,1025,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1027,1026,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1027,1028,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1027,1029,2823.87,0.208696,0.208696667,0.15,4,1,0,0,0
1028,626,1882.58,1.12174,1.12174,0.15,4,1,0.112174,0,0
1028,1025,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1028,1026,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1028,1027,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1029,4,1.00E+05,0.84,0.84,0.15,4,1,0,0,0
1029,1027,2823.87,0.208696,0.208696667,0.15,4,1,0.0208696,0,0
1029,1046,2823.87,0.365217,0.365216667,0.15,4,1,0,0,0
1030,127,1.00E+05,2,2,0.15,4,1,0,0,0
1030,426,1946.15,0.296296,0.296296667,0.15,4,1,0,0,0
1031,134,1.00E+05,2,2,0.15,4,1,0,0,0
1031,511,1841.8,0.327273,0.327273333,0.15,4,1,0,0,0
1032,121,1.00E+05,2,2,0.15,4,1,0,0,0
1032,182,1298.36,0.327273,0.327273333,0.15,4,1,0,0,0
1033,122,1.00E+05,2,2,0.15,4,1,0,0,0
1033,213,3308.22,0.305455,0.305455,0.15,4,1,0,0,0
1034,65,1.00E+05,1.44,1.44,0.15,4,1,0,0,0
1034,445,1325.24,0.86087,0.86087,0.15,4,1,0,0,0
1034,465,941.289,2.26957,2.269566667,0.15,4,1,0,0,0
1035,54,1.00E+05,1.16,1.16,0.15,4,1,0,0,0
1035,57,1.00E+05,1.88,1.88,0.15,4,1,0,0,0
1035,397,2702.71,0.855073,0.855073333,0.15,4,1,0,0,0
1035,433,2702.71,1.34783,1.34783,0.15,4,1,0,0,0
1036,211,1882.58,1.27826,1.27826,0.15,4,1,0,0,0
1036,1037,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1037,212,1882.58,0.313043,0.313043333,0.15,4,1,0,0,0
1037,1036,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1038,258,1882.58,0.704348,0.704348333,0.15,4,1,0,0,0
1038,259,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1038,1047,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1039,757,662.622,1.04348,1.04348,0.15,4,1,0,0,0
1039,1040,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1040,755,662.622,1.48696,1.48696,0.15,4,1,0,0,0
1040,1039,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1041,731,1325.24,0.6,0.6,0.15,4,1,0,0,0
1041,732,1325.24,0.495652,0.495651667,0.15,4,1,0,0,0
1042,732,1325.24,0.234783,0.234783333,0.15,4,1,0,0,0
1042,733,1325.24,0.834783,0.834783333,0.15,4,1,0,0,0
1043,558,941.289,0.156522,0.156522,0.15,4,1,0.0156522,0,0
1043,559,941.289,0.234783,0.234783333,0.15,4,1,0,0,0
1044,964,663.501,0.32,0.32,0.15,4,1,0,0,0
1045,988,662.622,0.547826,0.547826667,0.15,4,1,0,0,0
1045,1046,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1046,1011,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1046,1029,2823.87,0.365217,0.365216667,0.15,4,1,0.0365217,0,0
1047,259,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1047,261,2678.26,0.888,0.888,0.15,4,1,0,0,0
1047,1038,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1048,135,1.00E+05,0.78,0.78,0.15,4,1,0,0,0
1048,878,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1048,879,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1049,219,651.313,1.32,1.32,0.15,4,1,0,0,0
1049,1050,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1050,238,651.313,2.46,2.46,0.15,4,1,0,0,0
1050,1049,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
1051,1019,3765.15,0.156522,0.156522,0.15,4,1,0,0,0
1052,1005,1.00E+05,0.01,0.01,0.15,4,1,0,0,0
